sec,stnew,strm,grp,sstrm,bstrm,Bstrm_name
1,29,15,2,1,D015,Udupi
2,9,15,9,1,D015,Agra
2,29,15,9,1,D015,Udupi
2,19,201,9,1,D015,Howrah
2,3,202,9,1,D015,Amritsar
2,3,202,9,2,D015,Amritsar
2,9,203,9,1,D015,Agra
2,9,203,9,2,D015,Agra
1,20,12,2,1,D016,Ramgarh
1,36,12,2,1,D016,Sangareddy
2,20,12,9,1,D016,Ramgarh
2,36,12,9,1,D016,Sangareddy
1,10,13,2,1,D016,Siwan
1,10,13,2,2,D016,Siwan
1,33,13,2,1,D016,Cuddalore
1,33,13,2,2,D016,Cuddalore
2,10,13,9,1,D016,Siwan
2,33,13,9,1,D016,Cuddalore
2,33,13,9,2,D016,Cuddalore
1,23,14,2,1,D016,Mandsaur
1,23,14,2,2,D016,Mandsaur
2,23,14,9,1,D016,Mandsaur
1,18,15,1,1,D016,Dima Hasao
1,24,15,2,1,D016,Kheda
1,24,15,2,2,D016,Kheda
1,28,15,2,1,D016,Tirupathi
1,28,15,2,2,D016,Tirupathi
2,18,15,9,1,D016,Dima Hasao
2,24,15,9,1,D016,Kheda
2,28,15,9,1,D016,Tirupathi
2,28,15,9,2,D016,Tirupathi
1,9,16,2,1,D016,Firozabad
2,9,16,9,1,D016,Firozabad
2,9,16,9,2,D016,Firozabad
2,27,205,9,1,D022,Mumbai Suburban
2,27,205,9,2,D022,Mumbai Suburban
2,27,205,9,3,D022,Mumbai Suburban
2,27,205,9,4,D022,Mumbai Suburban
1,10,513,2,1,D016,Siwan
1,9,516,2,1,D016,Firozabad
1,27,10,2,1,D017,Parbhani
1,27,10,2,2,D017,Parbhani
2,27,10,9,1,D017,Parbhani
1,19,13,2,1,D017,South Twenty Four Parganas
1,19,13,2,2,D017,South Twenty Four Parganas
1,19,13,2,3,D017,South Twenty Four Parganas
1,19,13,2,4,D017,South Twenty Four Parganas
1,20,13,1,1,D017,Dumka
1,20,13,2,1,D017,Dumka
1,36,13,2,1,D017,Medak
2,19,13,9,1,D017,South Twenty Four Parganas
2,19,13,9,2,D017,South Twenty Four Parganas
2,19,13,9,3,D017,South Twenty Four Parganas
2,20,13,9,1,D017,Dumka
2,36,13,9,1,D017,Medak
1,10,14,2,1,D017,Saran
1,10,14,2,2,D017,Saran
1,10,14,2,3,D017,Saran
1,22,14,2,1,D017,Dakshin Bastar Dantewada
2,10,14,9,1,D017,Saran
2,22,14,9,1,D017,Dakshin Bastar Dantewada
1,6,15,2,1,D017,Rewari
1,21,15,2,1,D017,Khordha
1,21,15,2,2,D017,Khordha
1,23,15,2,1,D017,Ratlam
1,23,15,2,2,D017,Ratlam
2,6,15,9,1,D017,Rewari
2,21,15,9,1,D017,Khordha
2,21,15,9,2,D017,Khordha
2,23,15,9,1,D017,Ratlam
1,18,16,2,1,D017,Cachar
1,18,16,2,2,D017,Cachar
1,24,16,2,1,D017,Panch Mahals
1,24,16,2,2,D017,Panch Mahals
1,28,16,2,1,D017,Annamayya
1,28,16,2,2,D017,Annamayya
1,29,16,2,1,D017,Tumakuru
1,29,16,2,2,D017,Tumakuru
1,29,16,2,3,D017,Tumakuru
2,18,16,9,1,D017,Cachar
2,24,16,9,1,D017,Panch Mahals
2,28,16,9,1,D017,Annamayya
2,29,16,9,1,D017,Tumakuru
1,9,17,2,1,D017,Mainpuri
1,9,17,2,2,D017,Mainpuri
2,9,17,9,1,D017,Mainpuri
1,27,11,2,1,D018,Jalna
1,27,11,2,2,D018,Jalna
2,27,11,9,1,D018,Jalna
1,3,14,2,1,D018,Sahibzada Ajit Singh Nagar
1,8,14,2,1,D018,Jalore
1,8,14,2,2,D018,Jalore
1,19,14,1,1,D018,Paschim Medinipur
